0,3,6,174.661,233.155,322.414
1,3,7,327.329,172.542,309.505
8,3,5,295.556,20.41,165.477
5,1,7,215.413,78.12,253.558
5,4,7,212.395,303.968,49.486
5,3,7,63.371,246.85,358.696
2,5,7,91.283,202.413,259.325
2,8,7,26.556,137.87,178.969
8,3,4,79.098,199.13,285.299
6,2,0,346.733,203.513,110.164
3,5,2,297.632,206.627,260.115
8,4,1,32.675,199.945,293.147
0,3,6,224.452,235.793,265.876
5,6,5,56.126,142.543,36.693
2,5,4,28.554,359.263,307.68
8,4,4,141.797,78.25,285.121
6,3,2,291.403,246.689,340.85
2,2,2,263.934,231.72,289.637
7,5,3,320.685,209.709,212.651
5,3,0,107.095,273.936,157.502
1,8,5,350.364,8.283,354.848
3,8,0,58.665,113.464,354.83
0,1,5,192.084,294.066,219.854
7,8,6,38.468,72.293,204.649
1,1,4,39.443,89.285,326.441
7,4,5,273.972,294.59,337.381
3,8,8,57.725,3.587,230.486
3,6,1,259.171,98.416,150.897
7,4,6,149.123,331.701,350.443
4,6,1,202.738,114.069,208.521
6,6,1,294.211,133.773,134.303
6,8,4,1.056,139.75,227.053
4,0,8,7.45,278.649,262.582
6,8,8,240.834,212.2,103.45
4,0,4,161.45,212.587,10.158
4,1,7,253.258,235.419,69.407
2,7,8,164.826,74.402,299.234
2,6,3,326.369,93.686,130.934
0,7,8,116.599,232.676,201.728
8,8,6,156.969,153.562,180.985
8,3,4,58.094,211.43,191.34
4,7,1,37.26,106.113,281.463
3,2,2,215.53,137.414,16.074
0,5,0,85.948,189.207,146.849
2,5,2,143.921,205.899,294.405
6,7,7,53.43,74.928,141.602
7,8,3,343.649,166.744,107.389
0,5,5,191.998,75.293,127.433
4,5,7,177.513,59.504,281.256
7,1,1,80.317,274.087,66.976
7,4,4,111.772,11.522,62.911
6,7,1,154.732,316.355,81.271
3,1,1,262.493,33.652,307.127
6,6,2,322.165,130.411,82.624
8,4,1,194.532,94.314,45.726
4,7,2,249.491,71.463,155.345
7,6,8,357.968,178.917,140.185
8,3,2,112.81,353.644,203.028
1,1,7,184.03,350.342,158.888
2,6,8,64.234,164.289,71.669
3,3,4,225.786,9.256,353.068
5,8,7,315.37,216.912,320.414
3,4,7,276.82,192.189,244.002
2,5,3,327.41,7.839,230.977
7,2,4,245.64,87.039,186.399
1,3,2,308.723,76.779,11.724
4,7,7,353.143,10.214,43.108
6,7,2,238.476,4.907,51.666
7,8,6,99.906,50.899,259.494
2,2,5,328.593,89.24,61.703
7,7,8,228.6,96.197,162.33
0,1,2,96.6,252.759,66.676
1,8,0,252.401,143.922,312.522
0,4,0,5.421,171.168,179.652
5,4,2,103.716,140.538,77.421
4,1,8,193.191,299.142,208.743
0,2,8,343.102,238.006,174.689
0,4,0,175.641,72.231,292.216
0,0,5,168.673,35.108,164.604
5,5,1,358.555,179.969,169.227
6,4,8,131.026,135.954,62.0
1,1,7,141.507,186.985,73.033
2,5,2,44.597,294.986,219.318
7,3,7,26.919,38.477,103.024
5,4,1,166.08,45.582,317.757
8,4,7,40.736,309.569,107.377
1,2,1,255.605,357.136,261.636
2,5,0,219.096,169.338,143.632
5,4,2,299.801,250.383,130.798
3,8,4,273.657,269.568,129.133
7,7,5,108.198,175.16,152.548
8,3,2,171.943,46.478,182.544
8,7,4,86.78,16.721,183.812
8,8,6,342.866,247.266,71.564
1,5,8,117.1,125.614,120.146
6,6,7,197.318,350.31,189.881
3,0,1,0.466,182.76,34.05
7,7,2,312.959,229.848,97.478
2,7,1,172.583,239.427,78.632
0,4,4,7.886,69.539,29.502
0,6,1,356.853,189.066,274.759
3,2,5,41.355,146.761,38.135
2,4,4,282.438,231.788,171.531
5,4,1,317.507,318.449,45.118
0,5,2,225.413,2.267,256.133
8,7,8,96.776,133.245,220.627
1,4,4,0.782,110.959,317.895
3,3,2,106.072,316.052,146.897
5,3,1,279.326,203.43,323.397
6,3,0,154.143,301.241,212.837
1,6,0,294.254,217.062,328.419
2,4,7,110.838,14.23,69.072
7,0,0,87.751,198.179,220.888
3,8,4,180.548,277.932,176.25
8,5,0,337.148,277.368,272.005
5,0,2,285.628,342.686,198.141
4,0,6,290.422,217.814,146.571
1,0,3,269.534,207.036,354.713
8,0,4,70.549,314.024,29.61
0,0,1,70.046,108.632,43.588
6,7,7,166.014,69.454,213.886
0,6,2,297.525,79.175,304.84
5,8,7,139.767,94.501,193.004
6,8,7,226.935,91.091,200.336
1,2,1,190.158,285.901,88.842
6,8,1,135.322,5.693,141.001
0,7,7,204.569,291.53,334.613
7,5,3,66.542,279.524,342.108
7,8,2,293.081,61.493,195.551
8,6,6,34.73,209.211,304.965
0,2,2,115.536,84.156,338.155
5,2,5,271.583,255.64,9.115
0,2,8,261.013,307.767,277.025
6,3,2,74.195,3.597,318.378
4,5,0,349.32,76.691,292.796
3,5,8,79.797,305.463,23.371
7,6,4,345.706,252.772,138.648
5,0,5,54.369,339.316,39.861
7,7,0,13.049,153.969,233.792
8,8,4,313.117,227.649,277.971
3,0,6,122.279,53.781,233.205
0,1,6,59.71,98.207,132.202
4,2,6,84.351,267.135,161.954
4,0,3,66.06,315.973,237.949
2,7,7,179.806,269.345,267.333
1,1,3,43.003,13.408,167.043
7,5,8,125.009,267.694,14.836
3,0,4,35.641,77.505,43.306
4,4,3,328.793,261.389,249.703
0,0,3,65.313,297.064,353.627
2,7,3,97.858,220.881,37.926
1,2,7,226.655,19.094,184.89
7,4,1,145.175,150.217,275.587
3,6,5,216.108,225.885,281.354
5,5,6,111.221,278.924,231.377
5,2,3,119.35,236.905,156.07
1,5,8,92.788,229.769,106.437
8,6,8,175.301,10.178,338.914
1,2,0,91.67,249.612,223.603
3,8,2,253.966,99.637,136.068
4,8,8,221.804,306.041,107.046
2,1,6,225.559,275.226,296.662
5,7,6,240.855,94.038,265.685
0,1,2,37.867,95.318,237.347
8,8,3,53.087,160.45,96.875
8,8,4,29.408,262.442,127.864
5,8,8,209.429,122.337,2.297
5,0,1,164.574,84.139,50.296
4,8,3,91.156,326.519,118.7
8,6,2,299.916,192.003,227.572
7,2,2,242.97,113.55,54.228
8,3,6,9.521,129.827,125.96
7,7,3,192.027,115.303,277.928
1,2,8,318.398,109.523,336.895
7,5,6,202.512,209.258,148.151
0,0,7,347.409,149.931,121.442
5,2,0,215.086,207.965,120.008
0,2,0,239.822,327.657,352.703
8,8,4,77.545,70.366,68.839
5,7,1,91.809,289.532,345.697
6,3,5,46.559,283.214,46.935
4,3,4,53.841,22.208,28.147
1,8,7,280.28,220.111,163.735
5,2,8,235.543,150.825,270.518
1,3,8,203.678,313.758,306.677
6,7,3,184.309,228.099,138.255
7,0,0,236.213,201.921,215.807
3,0,4,226.509,302.96,250.04
4,6,6,108.421,197.991,118.705
2,5,5,19.249,113.558,69.975
6,0,6,141.081,17.107,172.365
7,3,8,38.104,253.341,83.686
1,4,6,262.98,337.887,23.902
3,0,2,293.925,62.087,267.209
6,1,0,302.221,156.527,214.958
6,7,3,150.162,277.859,128.143
1,6,5,8.059,289.042,342.181
4,5,2,205.235,136.638,56.524
3,2,5,270.963,280.265,36.838
2,7,7,351.127,310.506,250.085
5,6,5,344.019,258.002,206.799
6,3,7,243.434,51.833,105.168
1,1,3,138.757,159.852,54.586
3,2,0,59.918,146.08,289.155
5,8,5,261.137,213.125,60.932
2,7,7,322.066,82.84,352.354
8,3,2,329.616,63.122,336.859
5,8,0,180.633,220.866,150.425
7,4,2,117.15,92.967,283.808
5,6,8,62.417,329.797,135.724
5,7,7,323.018,163.325,19.407
0,5,0,157.173,294.507,122.621
0,1,5,271.299,118.319,78.932
4,3,2,152.131,132.876,168.802
1,4,6,191.45,63.271,175.05
2,6,8,64.654,313.951,112.246
4,1,8,75.262,54.292,198.235
8,6,0,300.325,27.034,281.263
4,0,0,259.932,52.546,174.376
8,2,5,311.423,284.335,302.19
5,2,1,297.909,99.485,153.792
3,4,4,276.016,136.627,351.155
2,1,4,261.415,46.567,276.869
5,8,1,222.873,174.278,169.823
0,3,6,149.084,320.269,226.42
4,8,0,184.386,98.501,166.897
7,4,3,216.419,148.279,201.433
4,6,4,336.578,179.232,18.498
5,6,1,128.923,325.625,319.212
6,2,3,44.602,143.497,48.488
0,1,5,86.534,293.061,209.453
0,5,6,230.314,167.341,276.04
3,8,5,140.65,123.12,26.061
7,2,3,249.817,248.033,101.649
2,7,8,342.851,321.204,140.635
4,6,1,9.876,90.712,212.208
5,1,4,8.149,286.655,272.265
4,4,3,116.607,221.149,11.478
6,0,4,315.351,299.978,315.28
2,7,0,185.6,139.357,227.785
1,4,8,354.17,236.78,277.586
2,5,0,114.452,96.186,116.46
0,5,8,234.574,70.591,177.031
5,2,4,259.793,127.131,297.948
3,4,2,173.227,229.352,13.715
3,5,0,349.543,200.609,159.927
8,3,8,89.944,290.527,311.145
0,5,1,83.973,270.903,110.486
0,3,5,43.571,187.391,198.294
7,0,4,338.663,76.239,316.957
1,2,5,122.518,180.425,331.946
6,6,3,257.516,217.481,23.445
7,8,3,320.592,300.516,346.625
7,5,6,180.415,212.076,339.918
1,7,6,204.484,131.73,339.304
5,7,8,327.514,336.614,28.05
7,8,8,154.324,74.901,66.275
3,8,5,294.047,336.274,144.775
6,8,1,327.16,301.172,9.38
8,8,8,190.278,302.605,11.427
3,6,1,23.181,247.156,38.075
1,7,6,142.31,0.393,359.76
6,3,2,136.086,6.632,346.031
7,0,1,57.588,3.303,342.067
6,1,3,198.217,230.927,218.558
3,4,2,136.515,5.839,343.618
1,6,6,358.371,72.73,250.675
4,3,7,221.945,344.574,318.929
8,4,8,57.767,88.579,218.64
1,6,2,55.479,245.487,206.942
1,3,6,221.464,208.879,144.113
8,0,8,99.446,195.203,228.66
7,3,2,50.404,307.933,157.231
6,4,7,56.17,205.356,96.769
3,6,1,240.001,352.903,101.154
1,1,7,267.524,205.365,282.87
6,3,1,8.005,301.878,207.798
0,2,1,231.468,255.221,226.331
5,6,1,69.605,150.863,114.61
8,8,0,181.629,138.045,317.252
1,8,4,144.65,324.83,77.81
2,3,0,244.751,139.046,329.412
8,4,8,101.111,349.522,335.248
3,0,1,309.26,77.285,107.01
7,8,8,231.51,333.867,59.858
8,5,0,56.647,80.476,105.314
3,1,8,106.221,152.093,261.074
1,7,8,338.091,183.73,11.871
1,6,3,295.09,167.47,246.23
7,0,8,110.796,300.951,142.7
8,2,4,231.653,323.45,306.19
3,7,6,268.091,155.662,353.274
6,7,0,271.178,119.322,33.657
5,1,7,164.99,337.485,121.155
1,0,8,221.67,253.493,206.319
5,3,5,127.069,229.91,262.325
4,6,3,1.505,111.202,86.442
0,5,1,134.739,237.049,176.677
5,3,4,207.194,54.218,303.327
2,4,5,246.2,51.379,144.401
0,0,4,81.021,332.432,264.905
0,5,8,100.395,44.109,193.228
3,6,2,137.084,31.563,26.249
0,2,5,297.638,95.216,51.569
0,0,0,266.486,343.463,128.285
1,6,8,79.173,8.427,183.527
7,8,8,307.106,33.537,254.257
7,8,0,242.91,157.376,265.266
8,2,0,199.734,150.394,359.999
6,6,3,113.917,249.415,106.516
6,1,7,297.881,325.193,293.942
0,0,8,106.035,263.72,117.83
6,4,4,304.278,280.3,256.892
4,0,8,165.482,294.955,176.787
8,8,1,44.278,80.411,14.746
0,7,3,270.507,333.496,10.183
2,7,0,297.571,297.673,197.972
6,8,5,73.058,126.121,245.908
3,6,2,113.593,308.551,97.202
3,5,7,60.709,348.212,199.65
5,1,4,1.017,106.698,175.265
1,5,2,289.922,162.741,288.888
6,4,3,299.733,204.749,49.56
8,2,5,89.115,106.16,41.586
6,6,4,252.281,304.562,110.924
1,1,3,224.024,178.648,11.914
0,5,5,287.862,43.471,59.618
0,1,6,20.911,238.435,208.541
8,4,7,110.524,20.917,183.333
7,0,1,26.727,245.584,84.626
7,2,8,62.285,353.474,179.49
4,2,4,85.188,277.789,196.797
6,1,7,301.005,98.614,73.853
6,0,2,163.63,327.422,197.553
7,8,1,15.447,111.67,250.317
8,4,2,179.571,163.035,309.905
2,5,5,342.716,346.928,142.424
4,8,7,122.306,267.032,121.194
3,7,6,343.229,85.008,138.952
4,7,7,276.755,46.89,264.667
3,5,7,331.615,88.573,99.745
4,1,1,339.91,186.837,27.126
4,4,5,198.173,246.01,241.69
8,7,4,256.821,318.178,9.619
6,7,8,315.027,204.212,321.936
2,4,2,182.011,59.934,52.171
0,0,4,240.164,306.103,46.309
5,5,8,296.218,335.624,30.73
1,1,8,86.745,48.056,282.098
4,8,7,230.92,156.344,340.137
7,7,4,43.506,211.289,24.792
8,4,0,132.197,192.061,146.263
1,1,5,244.348,2.926,94.949
1,6,1,153.942,173.245,144.77
8,7,5,283.542,136.022,311.131
1,1,6,272.394,74.838,153.95
1,4,6,109.635,18.664,109.228
0,0,2,282.372,191.163,118.014
0,6,6,182.241,179.718,273.112
6,1,7,36.871,68.655,49.219
3,5,8,14.212,156.831,249.435
2,3,1,223.384,94.283,334.124
3,7,1,24.662,315.682,11.589
4,7,7,0.047,119.799,319.835
2,6,0,275.719,194.079,271.446
3,3,7,203.446,210.758,1.333
3,4,0,147.284,78.694,25.003
2,6,4,329.004,320.756,97.73
6,5,6,69.421,285.53,271.327
5,3,4,174.725,183.314,50.081
0,3,3,15.505,83.079,269.083
1,5,7,148.717,297.799,62.699
7,4,3,239.859,93.585,254.929
3,7,2,3.624,41.66,303.469
2,1,6,327.446,225.579,258.098
1,2,5,214.749,166.652,215.075
0,0,8,93.742,214.947,242.199
5,5,0,6.385,315.341,321.624
2,6,8,23.16,260.686,247.852
8,7,1,148.402,106.652,94.321
1,7,2,297.096,195.429,204.88
5,4,8,335.537,94.857,203.665
6,5,8,22.027,47.289,47.644
4,6,6,229.56,329.978,5.707
7,4,8,129.959,243.568,204.553
0,7,3,13.131,338.736,225.533
4,2,6,257.517,53.127,223.57
1,1,3,159.915,112.7,328.938
3,5,3,60.288,182.713,89.073
8,5,1,175.965,117.214,22.364
2,6,3,336.351,114.439,322.154
0,8,1,26.74,10.532,224.938
7,8,3,353.222,120.667,311.456
0,7,6,343.581,270.013,294.789
1,8,1,247.038,227.013,272.928
3,7,8,135.414,126.614,187.885
2,5,2,114.509,143.116,140.012
1,5,3,37.422,95.462,292.092
3,7,3,305.078,277.74,58.621
4,8,4,40.86,240.201,199.932
6,1,7,26.542,265.901,274.156
0,6,0,176.489,300.822,212.754
4,8,5,157.205,354.4,250.163
2,3,7,267.763,273.846,222.165
1,3,6,327.296,45.619,284.593
8,1,7,243.863,44.078,83.507
6,4,1,174.007,22.777,100.913
6,5,4,305.835,44.883,3.622
2,7,5,35.633,125.015,66.171
5,1,8,110.725,178.866,246.086
0,3,5,107.681,283.771,258.096
5,5,1,119.55,107.415,225.738
7,7,5,270.766,93.663,219.492
1,8,7,175.683,101.771,177.703
4,7,7,40.462,277.463,94.031
0,3,5,32.539,228.357,108.496
4,8,0,342.163,335.579,353.747
0,8,7,147.741,57.29,95.231
8,4,6,294.356,206.595,147.538
1,6,4,177.518,245.63,349.587
0,5,2,8.477,67.834,315.846
1,1,3,13.213,29.92,228.196
0,5,2,15.744,189.006,201.052
6,7,5,111.971,71.908,337.828
2,7,2,202.904,243.681,79.046
2,4,0,20.004,327.093,157.239
6,4,3,197.14,89.266,72.291
4,3,4,183.128,149.624,147.615
1,1,8,163.419,20.703,104.399
6,2,5,355.654,51.234,62.277
6,4,0,359.325,3.127,74.5
2,1,3,53.366,131.604,223.393
3,3,3,188.073,252.099,283.737
3,0,2,124.836,170.408,209.0
3,5,5,132.711,180.25,227.18
4,1,5,156.498,134.225,233.075
3,3,1,1.366,130.33,310.8
7,3,4,274.894,206.572,216.232
2,1,5,248.171,51.897,239.747
4,0,8,262.603,113.551,69.959
5,1,2,132.637,350.897,148.56
5,5,6,293.011,72.083,89.162
5,8,4,213.956,11.929,186.721
4,2,3,226.178,277.147,302.691
8,8,1,184.456,289.914,175.144
2,0,2,194.461,312.228,273.146
4,5,0,63.534,78.65,161.15
0,8,1,98.121,320.823,240.129
5,6,4,12.12,271.462,134.618
8,3,0,175.381,16.993,159.403
4,4,7,298.057,316.74,197.789
0,1,4,322.191,287.502,3.471
6,2,0,6.321,224.673,189.454
3,1,0,171.871,302.672,209.288
4,2,6,33.536,304.664,60.247
0,4,3,172.808,179.261,239.8
7,7,7,320.463,332.943,237.607
1,8,8,82.172,155.059,293.931
5,8,5,105.852,307.399,100.629
2,7,1,189.842,155.851,92.96
8,2,5,151.03,150.977,133.396
8,0,5,266.216,352.692,291.72
0,1,3,192.353,218.283,282.714
7,3,2,271.93,330.314,7.924
4,4,1,39.409,231.8,235.813
0,0,1,350.594,70.194,92.158
6,3,0,62.979,47.808,268.01
6,3,1,138.128,67.243,119.833
6,6,3,147.505,3.009,330.827
2,1,2,116.437,4.326,278.996
1,5,7,190.488,53.121,17.314
8,5,3,356.636,167.682,98.924
6,2,5,17.448,137.64,97.405
4,3,3,245.676,280.792,242.275
1,6,4,218.643,15.536,64.504
2,3,1,65.002,226.335,153.098
6,1,1,332.684,230.302,46.306
3,7,8,30.787,190.297,206.56
3,4,0,231.401,305.458,23.428
0,5,3,333.363,307.387,208.958
5,2,4,67.841,357.26,133.01
5,1,5,135.835,316.671,207.426
6,0,3,96.098,172.544,179.729
1,6,1,66.21,321.941,70.529
7,2,6,156.178,316.126,163.578
6,0,4,69.262,27.348,163.013
8,0,0,71.622,61.365,339.23
6,4,1,78.968,228.507,163.301
8,6,1,158.564,112.787,139.368
3,6,8,225.576,160.22,273.11
3,5,0,230.099,191.14,106.917
4,8,0,79.717,56.097,250.139
8,5,3,117.314,198.594,93.142
4,2,1,332.889,145.777,95.305
7,6,5,23.299,112.699,90.173
8,1,0,283.178,185.529,133.267
8,2,6,94.479,73.322,112.225
4,6,6,1.74,311.986,46.654
0,5,3,95.431,40.15,37.437
0,3,7,200.78,250.592,195.808
2,3,5,92.652,142.015,58.008
1,5,0,281.369,322.041,281.804
5,8,3,42.518,356.511,92.055
5,6,4,85.968,96.312,245.472
5,8,6,95.153,115.351,133.33
7,5,8,163.689,328.055,356.471
4,1,7,37.208,262.114,225.343
4,1,6,94.428,220.438,302.423
5,4,1,90.416,283.847,156.977
7,4,3,54.5,211.15,216.964
4,0,5,29.467,200.887,359.775
8,5,6,21.013,228.582,20.74
3,6,3,358.758,80.686,6.976
2,0,7,346.256,79.979,339.966
3,7,1,168.738,113.746,337.729
2,5,3,20.707,213.283,303.978
1,2,6,332.133,42.099,100.484
2,6,0,132.644,136.282,182.846
5,7,2,199.45,69.821,102.769
7,4,7,135.048,113.968,321.391
4,0,1,241.259,93.425,178.668
4,8,1,131.276,166.991,9.486
8,7,3,334.731,79.467,237.592
6,8,2,272.109,338.169,110.619
3,2,7,187.472,31.834,203.846
4,0,1,158.014,250.538,220.828
6,2,1,223.46,277.942,271.683
7,2,1,206.835,162.737,339.678
4,1,4,349.056,245.128,346.216
0,1,2,78.787,317.858,52.745
5,1,0,259.272,182.286,66.022
4,6,1,221.16,34.256,101.941
2,0,3,1.373,194.153,73.659
3,1,5,135.452,30.793,349.662
6,6,1,172.474,322.563,86.09
4,3,0,73.995,342.958,240.18
3,7,5,151.777,256.78,24.519
8,1,4,185.821,267.199,110.708
6,1,6,139.788,157.025,83.103
4,2,3,237.57,170.443,145.824
1,2,2,287.501,166.48,216.18
8,6,0,22.95,242.996,41.454
2,6,4,201.654,288.387,75.005
8,1,8,105.09,121.951,216.205
8,0,0,55.072,318.6,336.465
0,3,4,282.859,26.624,59.554
1,1,2,26.892,253.453,320.841
8,8,6,282.676,140.847,114.02
6,2,1,239.423,304.09,131.533
1,4,3,45.435,81.29,29.547
5,5,0,225.483,58.459,271.932
2,1,0,233.868,317.594,46.938
3,4,8,1.518,12.426,281.804
8,4,7,351.446,294.636,300.665
2,3,8,304.651,49.51,60.621
7,0,1,54.194,219.184,183.503
2,0,6,322.291,280.651,147.304
5,4,5,183.388,9.453,126.262
0,6,8,90.418,199.888,177.319
2,3,7,157.863,176.072,73.28
3,4,7,111.225,317.809,101.996
2,6,5,272.678,60.758,80.499
0,4,3,294.998,311.422,6.353
0,0,5,292.483,269.34,314.384
3,6,3,316.387,265.767,41.24
4,2,3,353.463,141.064,172.962
3,1,8,111.502,160.899,105.533
0,7,8,234.175,48.076,215.212
8,8,5,89.379,198.856,190.851
5,4,3,173.209,197.505,177.155
6,7,0,225.139,68.18,311.852
5,3,7,195.694,42.627,282.582
5,8,1,354.297,204.798,94.312
8,8,4,37.889,177.936,215.725
8,1,5,222.79,359.88,196.842
7,4,8,174.722,149.651,125.597
8,0,8,53.482,198.174,356.318
7,1,2,149.027,152.195,20.242
7,1,2,295.098,79.231,60.694
5,7,7,77.732,234.989,281.554
3,8,1,48.848,34.852,84.808
0,5,6,122.112,331.722,252.35
8,1,7,255.137,111.357,206.078
7,8,4,38.534,49.499,342.019
4,5,1,331.007,167.647,76.889
1,8,6,88.765,310.407,88.315
2,3,3,231.344,190.193,103.257
1,8,7,78.025,227.794,60.241
4,7,5,210.437,240.919,244.402
0,3,1,199.917,118.908,221.239
6,3,0,320.216,336.489,321.906
5,3,4,315.555,0.679,117.147
3,6,8,235.855,324.114,319.886
1,0,4,302.277,176.445,290.655
0,5,5,260.444,346.403,159.047
6,7,3,228.153,186.227,198.598
1,2,7,253.287,84.643,106.128
3,3,6,36.471,45.963,348.595
2,8,4,246.289,61.488,306.745
5,7,0,151.138,141.862,165.562
0,7,0,261.918,68.156,289.349
7,2,2,103.499,47.167,160.651
8,1,6,336.116,63.673,237.574
6,1,6,3.651,291.392,207.635
3,4,3,149.544,342.73,271.933
4,3,4,144.415,88.409,158.228
6,0,8,150.348,119.288,263.057
0,5,4,292.587,138.899,74.542
8,8,3,349.302,135.722,43.987
7,6,7,156.602,199.993,351.296
0,4,5,310.618,190.484,141.036
7,8,2,117.108,300.467,253.065
6,4,5,86.478,125.263,180.976
2,8,8,90.911,131.305,112.153
6,1,7,176.926,207.849,63.448
5,3,8,266.038,86.737,309.492
3,1,5,94.816,267.491,97.121
4,7,2,294.261,200.036,44.873
5,1,2,226.604,98.797,255.043
5,0,8,84.131,144.236,202.861
6,6,4,340.525,313.512,74.257
2,3,1,237.935,102.516,77.218
5,5,1,124.691,287.813,151.732
0,1,7,299.46,24.998,142.763
6,8,2,80.534,107.98,135.2
5,6,1,62.864,191.889,169.434
0,6,5,227.696,127.856,190.962
8,4,1,57.475,258.771,76.097
8,6,5,349.283,138.241,65.819
7,6,5,83.098,205.372,302.196
5,3,1,316.996,143.684,298.629
7,2,4,354.574,254.829,329.056
2,0,0,236.833,19.813,311.412
8,4,3,274.109,118.785,284.153
8,8,7,305.562,72.653,196.223
8,2,4,14.098,344.256,237.135
5,1,7,119.15,166.724,215.711
3,1,3,226.409,200.213,7.324
5,8,4,173.457,65.006,64.361
0,6,4,136.039,26.708,229.349
4,6,3,139.506,192.828,269.253
2,5,2,193.668,274.482,45.383
8,6,1,242.846,107.181,321.341
0,1,2,86.76,278.541,20.511
8,2,5,252.815,255.919,130.971
6,1,3,274.381,250.037,103.746
8,5,4,23.119,56.081,191.512
8,6,6,307.19,22.143,243.906
5,0,4,320.792,331.56,135.381
0,3,7,66.652,298.121,324.556
8,3,3,245.718,276.557,39.857
1,6,4,321.06,324.187,322.185
5,4,5,111.735,237.721,195.501
3,6,1,101.011,234.019,77.433
7,7,3,259.067,322.693,5.537
0,5,5,36.156,256.005,42.603
2,3,1,38.759,151.753,295.851
6,0,6,105.552,70.582,347.745
6,1,7,121.037,46.419,150.189
4,3,2,132.573,48.28,238.144
8,6,2,50.613,89.43,170.261
8,2,4,32.83,283.43,289.885
4,7,8,291.713,270.777,219.765
7,7,2,203.493,148.851,4.329
5,5,0,303.28,250.613,88.155
8,5,1,278.999,288.669,354.584
8,6,5,62.29,52.188,285.813
5,7,3,353.703,100.172,163.758
5,3,1,89.435,218.631,214.401
4,1,7,175.896,180.118,103.442
5,1,7,229.58,324.332,97.977
0,3,0,58.235,180.968,7.127
5,4,8,227.236,216.701,169.671
0,2,0,41.422,214.699,168.688
1,8,2,119.045,168.629,54.811
1,6,5,305.692,139.255,128.015
4,8,2,340.302,324.639,130.99
2,8,1,149.109,256.252,260.389
5,5,4,114.982,228.645,53.084
3,7,5,270.47,85.822,216.676
3,8,6,171.986,45.107,226.129
1,4,8,90.426,165.055,108.705
2,1,4,132.866,322.189,133.179
3,8,8,92.058,249.3,293.161
5,7,4,48.732,269.682,271.638
7,7,6,282.832,96.387,204.008
3,1,6,193.686,319.734,290.226
6,3,7,188.496,273.114,264.724
2,1,4,225.041,328.35,273.56
6,5,2,337.993,45.962,118.573
7,8,0,181.143,202.292,251.346
1,4,5,234.626,111.202,28.058
3,1,0,229.359,249.559,165.24
2,0,2,87.19,12.478,16.341
1,5,4,297.112,300.517,237.831
5,2,4,95.958,250.679,5.502
0,2,3,250.718,256.766,115.81
0,4,2,351.46,244.487,203.386
1,4,1,248.883,163.217,165.553
7,0,8,208.921,124.823,133.821
6,4,2,119.674,172.523,234.842
6,1,2,133.439,344.615,278.24
6,3,7,201.031,49.998,261.768
1,0,8,272.11,304.188,71.715
0,0,0,207.403,254.79,107.231
6,5,7,337.292,321.343,94.646
7,3,4,315.893,162.644,116.021
7,7,2,162.781,303.837,356.099
7,1,0,340.468,52.66,190.881
1,3,2,75.82,219.092,297.441
6,4,3,206.943,330.457,22.879
