0,3,6,237.64,254.802,236.755
6,0,4,23.999,209.312,118.182
4,6,3,253.899,285.526,145.977
1,7,0,80.258,244.736,86.756
0,8,1,329.198,335.068,98.038
0,3,2,48.119,110.736,74.256
0,4,8,247.262,211.732,71.115
3,5,0,162.875,285.122,33.331
6,5,8,79.883,1.704,315.437
5,4,5,238.922,255.306,282.868
3,3,8,125.953,186.48,164.835
5,2,7,119.029,189.347,109.608
0,8,6,305.596,136.44,226.187
3,8,3,5.569,103.786,239.182
1,5,6,23.851,223.962,351.54
0,0,5,148.956,119.464,221.029
5,4,7,248.033,296.33,150.893
0,8,4,346.745,105.751,223.338
0,8,4,239.77,264.49,14.2
3,3,8,63.933,82.266,142.535
6,6,7,301.558,287.22,97.794
1,0,0,115.588,38.093,219.409
4,6,3,55.915,210.46,131.349
1,1,7,30.227,157.501,131.65
5,1,8,20.7,326.632,171.058
7,7,5,16.997,194.068,280.471
1,8,7,158.206,315.799,232.927
2,5,0,78.281,124.763,262.001
3,5,3,218.767,176.794,164.48
2,8,5,47.895,134.262,68.085
0,4,0,327.162,124.259,317.745
2,1,7,216.144,205.426,327.834
4,8,1,353.438,218.893,327.739
6,5,4,96.291,259.234,240.881
3,2,3,316.098,84.375,14.527
2,8,0,322.173,267.451,308.593
8,3,5,220.077,63.855,112.295
5,6,8,174.288,316.209,215.63
6,3,8,113.307,271.663,247.847
5,6,2,151.119,279.908,353.2
6,6,7,210.516,67.692,143.29
2,7,5,163.607,140.758,108.78
0,5,7,8.426,149.441,222.737
8,3,8,149.56,320.761,248.96
0,3,3,23.503,266.422,246.205
8,5,4,161.076,229.906,285.215
2,2,3,76.27,49.068,246.358
8,4,5,51.643,162.066,86.893
2,1,3,158.794,165.678,81.686
3,8,1,44.693,331.706,179.956
7,4,6,1.678,162.876,209.693
6,4,2,353.445,124.236,10.566
7,6,2,48.613,192.6,182.481
6,0,2,45.274,296.403,5.672
1,7,6,240.682,173.78,48.627
3,6,7,251.168,86.875,13.09
5,3,8,11.64,320.991,263.993
8,7,7,164.068,85.149,75.235
6,1,7,70.121,226.475,252.035
8,8,4,181.39,32.462,159.11
0,2,2,283.572,251.478,174.918
2,1,5,174.129,22.856,66.021
0,3,3,315.326,238.323,38.653
7,0,7,71.76,215.02,91.03
6,3,0,342.379,85.787,167.219
3,5,2,119.12,45.499,118.431
1,3,4,242.309,324.514,61.948
4,3,1,248.303,66.122,60.984
6,1,3,139.043,193.2,340.945
5,6,1,10.671,45.595,347.776
5,3,8,266.133,64.881,69.142
1,4,1,108.263,315.372,168.41
8,7,8,353.974,270.937,226.166
7,5,8,64.544,224.696,120.537
4,3,1,298.615,23.981,191.442
2,5,7,85.256,280.42,268.785
7,1,4,326.996,298.316,241.763
1,7,5,114.207,178.025,336.317
8,1,0,92.942,215.217,194.102
1,0,6,194.123,212.738,257.301
6,0,1,83.76,186.554,131.289
4,8,7,279.01,0.298,60.545
5,6,2,5.25,0.622,345.52
6,5,3,181.67,340.342,261.202
1,8,4,35.236,236.871,228.158
2,1,5,135.145,263.425,197.544
4,6,2,56.599,17.115,204.619
2,0,3,74.041,75.36,207.837
3,6,1,261.863,21.54,305.319
3,1,0,204.164,37.887,24.749
5,4,8,359.56,16.36,36.56
4,8,0,221.352,213.082,14.205
6,0,3,246.705,237.427,14.307
3,6,5,286.931,13.767,278.51
0,1,0,23.515,301.122,310.193
2,2,1,268.358,99.173,215.157
2,3,5,49.878,307.439,310.555
8,1,3,219.994,167.684,86.355
8,1,1,239.374,263.846,88.677
7,2,3,196.418,169.888,106.257
4,8,2,349.807,89.752,115.695
4,3,3,208.63,55.381,180.042
8,1,0,76.517,81.995,331.996
4,7,6,209.825,269.469,283.567
4,0,5,326.522,197.191,196.873
1,8,6,286.849,202.901,107.883
2,7,6,179.078,241.396,327.951
0,8,0,29.088,156.177,179.122
1,8,1,48.711,272.496,225.291
8,6,3,101.538,283.731,337.163
2,4,6,174.571,279.855,340.563
8,2,2,169.561,293.565,125.119
1,8,7,253.47,216.901,316.983
4,8,1,48.559,263.498,233.308
6,7,7,114.479,80.061,65.757
8,1,7,293.04,159.938,41.894
3,3,4,253.091,126.267,125.391
3,0,5,54.273,194.619,310.709
4,5,0,203.086,202.414,237.376
3,5,1,265.849,184.656,281.616
0,6,2,244.67,187.219,84.569
5,3,7,140.797,100.633,266.302
1,7,6,139.689,173.092,263.743
6,6,6,271.455,162.614,43.0
1,5,2,110.167,340.472,134.306
7,3,5,281.613,113.509,191.165
2,6,1,71.969,175.875,146.094
0,7,3,177.725,47.45,304.311
4,4,3,58.685,210.409,332.697
8,2,6,189.261,276.194,123.261
0,0,7,146.336,293.288,280.685
1,3,5,150.36,127.723,290.749
3,0,8,39.495,269.687,68.41
5,5,8,208.88,65.349,168.071
2,1,2,279.578,289.562,168.852
7,7,4,55.849,242.177,113.69
7,3,0,73.062,294.663,28.219
6,6,2,268.323,342.853,172.012
8,1,4,15.281,316.165,23.399
4,4,1,245.379,128.495,340.798
6,1,5,166.787,300.372,182.743
6,7,3,351.302,198.083,116.394
0,8,8,234.508,323.773,150.279
1,5,3,305.483,220.404,140.058
3,0,6,141.139,29.479,247.563
8,1,2,323.863,60.995,172.58
5,6,6,331.744,82.289,133.563
4,2,7,121.791,280.282,114.96
1,4,7,280.803,45.323,239.751
4,0,4,111.726,12.991,311.945
3,7,4,21.106,31.939,30.03
3,2,5,324.612,141.001,260.195
7,0,1,336.035,327.59,274.992
5,8,7,140.169,154.012,140.815
5,8,6,194.62,312.184,76.551
7,0,0,253.295,188.025,67.729
2,5,5,244.199,219.072,11.66
6,6,4,277.438,319.75,225.945
6,3,6,24.754,195.98,245.248
3,5,7,323.965,300.594,34.912
0,6,7,348.257,179.472,158.641
2,6,0,24.673,30.378,127.433
0,7,2,107.391,39.649,0.905
2,8,0,262.645,100.66,282.367
6,4,8,14.714,279.75,49.939
0,7,5,131.495,333.053,42.637
0,0,5,199.943,98.252,139.325
1,4,5,240.28,237.543,89.214
1,3,7,121.638,117.097,202.584
0,7,5,20.674,322.141,296.873
5,4,2,156.001,174.616,78.34
2,2,6,347.287,253.586,125.969
5,3,0,216.852,233.018,165.523
6,1,0,276.602,30.592,221.072
8,2,4,82.953,197.179,96.397
1,8,7,324.935,214.137,233.991
0,8,0,55.356,191.739,96.029
3,4,5,186.678,74.94,189.778
6,1,4,278.893,53.829,72.517
7,4,2,245.544,313.221,63.243
4,6,1,40.266,177.566,9.846
8,7,4,29.866,190.102,201.452
3,2,4,170.612,291.484,248.482
3,8,2,290.925,85.01,105.401
8,6,5,158.201,297.107,211.565
2,0,2,149.089,92.308,222.328
6,8,2,4.678,264.843,260.35
6,5,3,231.358,251.495,289.952
1,1,2,287.788,107.536,138.969
2,2,1,269.406,37.919,156.764
5,6,1,21.925,251.864,270.724
0,6,2,279.07,237.626,180.143
0,4,3,1.046,245.636,243.25
7,7,3,96.561,284.957,331.712
2,2,6,247.388,292.092,289.865
4,0,5,335.197,107.802,129.388
6,5,0,76.252,297.731,260.791
2,7,6,156.975,57.843,298.78
5,1,6,58.228,61.28,183.687
8,0,2,159.202,217.886,19.57
8,8,6,231.229,179.402,222.045
3,7,1,196.366,340.411,327.188
4,7,2,216.814,106.944,15.839
8,5,2,116.481,117.898,61.877
0,0,6,350.227,316.165,315.173
7,7,2,344.563,212.061,135.695
5,0,7,303.199,0.899,235.377
0,1,8,199.807,115.127,66.908
0,6,1,309.041,82.969,175.63
1,2,8,238.71,255.297,117.871
6,1,2,329.11,149.237,104.805
3,2,3,53.875,196.217,79.25
0,3,0,326.275,58.265,255.268
8,6,2,264.505,296.523,74.41
4,3,8,296.192,157.193,312.637
7,4,6,75.49,322.45,186.546
0,0,5,114.708,262.444,211.166
8,7,8,202.361,209.81,94.541
3,4,5,247.713,147.266,256.726
7,0,6,31.668,328.801,101.977
4,8,5,45.032,273.847,137.012
7,7,5,32.734,132.945,118.763
4,8,3,113.793,323.83,239.304
8,7,6,356.917,262.754,306.24
6,0,5,247.984,66.577,90.827
7,2,1,349.708,157.41,259.823
4,0,7,141.078,111.323,291.491
0,5,0,146.223,65.617,108.708
6,2,6,81.358,17.889,121.107
0,0,8,358.585,202.292,135.495
3,4,1,64.021,195.491,19.901
1,3,8,101.049,86.273,93.619
5,1,7,106.412,130.343,261.455
0,7,4,263.643,345.787,109.609
8,5,1,293.625,251.19,343.419
5,2,6,333.217,99.611,237.261
8,7,5,163.03,25.98,250.973
5,2,5,322.147,55.923,235.037
4,8,6,198.525,108.501,130.854
1,2,7,314.214,86.405,273.942
2,1,0,273.288,350.185,210.279
6,4,6,269.953,134.928,164.489
8,7,4,203.426,323.952,34.317
0,2,1,201.529,46.681,12.583
3,0,1,36.362,50.404,348.253
8,7,4,332.696,80.929,178.803
3,1,1,30.948,127.461,200.828
8,8,4,90.807,76.162,228.698
7,4,2,154.042,96.019,174.155
4,1,1,17.509,147.146,324.767
0,2,3,260.356,218.985,35.83
5,3,2,114.325,39.955,131.699
2,8,3,335.457,329.198,23.748
1,4,4,331.153,0.698,334.868
8,6,3,65.39,27.296,173.055
3,0,0,129.489,225.604,144.855
4,4,7,269.529,178.57,175.654
3,6,3,152.763,118.249,210.0
5,5,0,68.717,207.06,149.775
5,7,1,312.99,110.944,47.698
6,6,4,150.658,319.254,189.815
6,7,2,244.169,102.166,140.004
2,3,0,212.384,356.943,65.799
1,7,7,236.461,309.63,93.015
4,5,2,9.027,89.405,303.306
3,7,7,208.631,352.511,81.479
4,5,2,254.651,46.675,106.948
2,5,4,161.307,232.956,292.01
4,5,5,216.145,157.937,261.523
4,5,6,103.008,37.546,172.132
6,4,3,288.034,315.693,284.176
1,3,2,201.239,247.79,11.192
4,6,4,311.883,189.546,177.996
8,7,4,72.092,7.285,97.844
0,3,1,20.93,305.814,245.615
0,8,2,253.953,182.864,285.612
7,1,1,20.281,84.53,266.019
6,1,6,182.859,2.063,347.731
6,3,0,42.449,235.404,289.42
0,8,2,175.239,49.563,208.453
8,8,5,318.667,82.154,192.827
2,7,7,310.755,192.23,347.941
3,5,5,217.645,60.085,138.627
1,1,1,340.579,139.347,140.783
5,5,6,89.957,108.999,262.702
5,5,4,263.998,138.593,159.569
7,1,4,219.678,9.086,105.504
0,0,2,12.047,150.601,351.746
1,1,7,241.222,289.181,203.561
5,0,0,347.995,278.57,109.182
0,5,3,289.655,316.822,294.964
7,3,4,261.096,263.92,274.45
0,3,2,214.511,13.014,100.727
0,5,3,359.479,113.247,219.353
6,4,3,44.903,174.778,103.501
7,8,8,99.234,283.263,29.13
8,7,3,326.27,60.711,235.913
8,1,1,80.357,115.333,337.517
6,4,1,288.958,174.391,267.194
7,7,1,210.697,136.75,70.248
3,7,1,224.392,83.994,203.463
0,8,8,294.394,258.872,306.234
5,0,1,255.445,231.557,86.045
0,8,5,50.999,236.874,268.7
3,8,1,275.05,146.006,138.736
1,3,3,90.365,241.924,359.145
5,4,0,92.013,21.235,319.764
3,6,8,240.025,181.465,265.389
8,6,2,19.035,56.082,117.059
2,3,7,26.656,326.456,314.92
0,1,6,228.216,250.531,158.405
4,4,2,317.729,193.383,2.809
8,5,6,306.136,60.422,330.734
8,5,0,337.336,161.847,97.593
5,5,2,82.251,228.517,175.023
7,4,0,143.061,173.556,99.249
7,4,5,163.695,112.6,105.949
1,5,2,327.719,354.713,237.633
7,2,2,265.453,189.364,66.396
3,5,5,172.604,96.414,212.632
4,2,2,357.487,191.248,281.645
0,7,2,297.123,115.711,8.946
1,1,3,5.27,209.348,300.127
5,3,3,95.807,318.289,101.313
0,7,3,18.779,202.645,168.048
5,0,5,238.521,4.44,301.292
5,4,3,104.085,87.804,74.415
6,4,6,1.361,129.113,312.701
6,3,1,149.838,89.806,106.494
5,7,8,340.603,315.696,47.553
2,6,0,291.925,5.776,95.428
0,7,4,204.871,14.318,328.951
7,1,2,110.646,59.058,250.02
1,4,4,335.589,169.371,14.373
5,2,2,89.012,44.745,278.494
6,5,8,283.215,224.735,6.811
0,1,4,215.941,173.7,26.26
0,7,0,314.046,98.514,204.094
6,1,0,155.352,59.207,71.97
5,0,3,285.356,282.975,200.912
4,5,7,165.776,322.953,336.188
2,2,1,251.009,68.058,12.552
6,8,8,248.242,222.736,334.618
2,3,0,80.041,65.635,7.842
5,6,8,224.726,273.176,344.121
6,4,0,120.548,226.632,303.602
3,7,0,346.901,174.138,125.499
3,4,1,278.82,153.416,202.908
2,0,0,66.684,180.588,190.629
6,2,0,325.575,217.745,45.281
4,1,7,4.662,214.517,283.014
4,2,7,117.611,197.825,350.473
6,7,1,282.326,346.941,90.58
6,3,2,276.872,308.105,134.795
0,8,6,208.063,118.61,275.763
3,7,4,93.128,102.603,213.42
1,5,1,180.991,210.464,352.045
2,0,4,114.867,141.351,228.394
3,6,4,309.143,49.696,136.436
8,5,2,245.132,80.157,350.946
0,3,3,215.246,305.678,129.302
5,1,0,270.278,158.031,299.561
2,8,3,165.539,85.588,34.52
4,5,5,273.721,139.098,312.172
7,3,6,302.941,337.282,180.241
5,2,0,231.009,74.347,190.602
8,0,5,338.14,144.293,62.456
0,8,4,65.947,63.18,281.413
0,6,3,171.467,174.484,146.163
8,1,2,206.376,188.951,352.347
7,6,3,114.052,234.159,54.793
3,0,4,340.19,218.259,102.427
6,8,2,306.9,227.302,92.12
1,3,7,240.374,117.732,84.356
2,3,3,105.356,2.938,305.604
5,3,7,287.583,246.341,324.468
8,5,6,298.466,228.866,188.231
3,8,1,296.637,211.293,318.801
3,3,8,96.812,33.494,173.9
0,0,4,313.824,271.612,52.858
7,0,1,255.425,174.637,25.163
1,5,3,204.0,55.277,295.465
7,8,8,53.518,153.265,58.993
3,5,4,294.003,107.721,279.091
4,2,4,72.474,138.349,349.512
7,5,4,210.752,344.515,318.566
4,5,4,149.531,130.486,347.176
1,6,6,32.353,71.47,22.175
8,2,3,270.662,255.505,217.241
8,1,7,224.93,299.025,301.533
2,2,2,105.641,354.87,126.432
4,5,4,340.681,227.682,0.512
3,7,3,193.874,158.414,305.544
5,8,5,169.62,65.231,94.185
6,1,5,346.619,327.744,183.91
0,6,8,45.894,230.637,166.201
2,3,6,91.103,327.128,230.914
6,5,2,310.191,51.489,111.322
7,5,3,281.267,118.157,125.699
7,2,4,344.329,217.841,18.443
5,1,7,69.871,322.961,218.664
0,3,7,265.17,347.327,134.165
0,6,3,134.954,245.788,347.494
8,8,3,327.059,165.571,258.832
2,0,2,86.211,168.611,154.311
8,2,3,197.119,286.476,160.767
0,8,0,245.152,291.488,333.416
8,3,8,159.087,286.716,124.58
5,7,4,122.935,51.053,20.813
2,8,8,213.336,143.161,188.331
6,7,7,41.163,55.576,191.935
5,2,8,343.782,302.732,327.854
1,7,8,202.43,94.462,170.975
5,2,5,206.862,272.668,83.796
2,8,3,152.785,48.291,272.024
7,8,0,273.623,17.106,240.758
4,7,0,0.37,147.922,161.612
6,1,3,181.97,262.272,181.166
8,5,4,22.802,173.094,34.134
1,0,4,262.884,64.298,245.594
1,1,6,72.426,207.459,125.007
0,4,1,342.195,15.009,97.594
6,2,2,162.674,53.427,137.149
5,3,8,55.503,179.14,55.235
8,8,7,158.003,194.673,310.866
6,4,7,353.162,306.026,300.655
7,2,0,90.454,272.84,153.087
1,6,5,73.205,251.366,106.709
1,0,0,180.044,288.449,277.559
3,2,5,354.592,57.388,240.06
7,1,8,170.813,20.983,238.849
5,8,4,286.478,261.468,325.689
0,5,0,264.385,79.108,241.077
8,0,7,300.71,53.044,3.796
7,0,7,168.438,357.714,96.828
0,3,8,115.363,18.467,25.318
4,6,4,199.697,304.354,144.014
3,5,4,306.113,38.867,59.276
6,4,6,154.522,194.318,180.5
3,2,0,88.511,166.241,314.283
5,4,5,254.815,88.29,268.884
3,0,6,346.915,10.317,309.572
7,7,4,228.301,310.913,213.063
3,5,4,261.949,111.822,355.952
2,5,1,162.714,189.247,5.394
2,0,6,175.637,356.679,237.663
1,1,8,164.775,140.92,32.606
5,2,3,355.398,234.386,24.777
0,2,1,99.367,157.993,84.762
4,0,4,330.245,59.705,138.785
1,7,8,297.276,224.521,245.437
7,2,1,198.529,77.546,73.193
7,3,4,315.166,311.713,101.156
2,6,4,28.434,127.521,106.616
3,1,4,228.528,332.906,43.251
7,2,0,86.929,101.411,280.682
5,8,6,71.382,82.451,274.23
0,4,3,116.647,51.15,139.289
7,0,2,9.771,348.005,63.762
8,2,3,97.962,319.664,316.617
3,8,8,94.307,90.455,97.802
3,1,8,63.863,223.678,344.109
7,6,5,112.028,327.587,262.667
7,5,0,291.214,118.05,156.956
5,4,8,110.602,12.39,229.697
2,5,7,295.228,293.301,168.334
4,5,6,131.952,12.894,200.367
2,6,2,244.92,35.369,333.937
8,7,3,173.512,316.101,31.05
1,4,5,133.257,35.44,153.289
4,1,1,13.356,217.7,216.304
4,5,2,48.98,299.641,26.957
5,1,1,56.432,25.381,308.194
0,7,7,135.08,281.785,259.632
2,6,4,218.483,65.713,256.957
2,0,3,246.499,137.528,214.664
5,3,7,330.76,317.321,49.386
5,4,8,8.196,33.48,137.531
7,7,5,3.574,342.946,166.116
2,4,8,42.601,352.507,57.224
0,4,2,75.061,303.361,340.83
7,7,4,152.062,145.233,269.443
6,0,1,42.68,193.794,9.306
4,2,0,33.285,163.144,214.22
4,6,5,152.806,134.512,294.335
7,2,6,125.428,322.168,323.213
2,1,6,94.697,25.203,145.378
1,5,7,58.817,303.272,138.948
5,8,5,126.462,25.241,85.863
8,8,0,176.425,108.309,156.06
2,7,5,300.66,164.103,267.437
5,4,2,199.205,259.64,4.829
0,0,5,61.761,49.505,221.353
7,4,0,155.106,244.986,69.256
2,8,7,154.496,254.663,12.202
4,2,8,314.453,326.646,226.865
6,5,7,125.069,143.623,35.463
8,1,4,97.513,291.04,169.034
7,1,6,145.234,338.136,196.163
4,5,6,316.964,72.521,180.184
2,0,6,9.022,208.358,330.71
5,3,6,274.556,334.477,139.931
6,4,2,146.807,78.807,4.135
5,1,6,288.225,127.687,217.368
3,0,1,308.546,136.739,6.69
4,2,7,266.393,89.732,144.797
3,5,8,320.479,337.48,225.662
4,2,4,186.597,75.057,329.25
2,7,4,212.901,183.282,298.436
5,2,2,18.382,301.613,28.438
2,5,1,108.139,182.087,304.495
2,2,0,307.108,59.452,173.169
4,2,7,75.261,2.248,113.842
7,7,0,331.836,185.036,15.496
5,5,2,79.652,143.954,69.459
3,4,2,163.633,112.539,263.503
5,8,2,358.231,31.74,64.125
3,4,7,267.167,241.698,173.586
1,7,5,179.323,182.451,111.644
7,2,7,22.348,243.981,21.948
1,5,6,132.489,112.817,299.9
1,4,8,57.783,334.81,277.831
3,1,2,331.018,270.503,89.023
7,6,0,251.475,317.787,43.356
6,0,8,268.054,2.723,215.555
2,7,3,315.946,195.792,28.246
0,5,3,58.525,232.14,252.79
6,7,5,100.202,165.432,22.4
4,4,0,139.869,311.436,170.588
5,1,6,355.123,98.936,236.904
4,3,2,110.564,151.16,46.01
7,7,5,164.515,234.087,179.15
4,4,1,129.787,193.803,303.757
2,2,0,287.318,208.045,212.958
4,4,5,116.184,316.547,131.051
5,0,8,77.473,236.876,327.318
0,1,1,347.211,345.705,3.759
7,5,0,27.127,22.157,193.859
6,3,8,261.245,314.593,84.833
2,6,7,123.445,242.929,86.427
8,7,7,208.121,167.634,124.338
1,5,3,265.063,224.128,230.709
2,4,4,39.99,24.771,285.447
0,0,2,161.251,71.515,12.148
3,0,5,264.818,123.363,66.976
7,1,0,312.593,213.009,65.073
7,8,5,157.201,134.113,82.214
3,8,5,199.972,3.056,310.502
0,0,4,216.025,214.392,9.289
6,6,2,44.1,56.816,258.215
4,8,2,295.309,170.914,87.268
5,6,6,114.582,267.542,63.871
7,6,5,195.66,76.35,181.269
5,2,1,233.467,27.011,227.714
4,2,8,103.449,207.169,325.671
3,8,1,33.821,331.667,86.984
6,6,3,209.744,94.822,176.959
5,6,8,183.182,236.568,229.529
2,8,2,294.735,118.551,6.904
8,6,5,91.015,27.909,327.268
6,3,0,173.985,280.674,56.299
2,3,0,352.228,267.286,137.265
0,2,6,218.933,196.581,147.966
3,3,2,125.784,204.351,269.643
3,1,6,158.416,359.71,252.841
1,5,2,13.833,135.475,357.566
8,7,1,31.599,43.168,211.492
2,4,5,196.768,202.599,9.785
6,6,8,101.962,355.708,152.788
5,1,4,163.653,115.479,196.77
6,6,4,9.741,322.44,276.903
6,4,1,156.765,164.634,330.133
3,8,8,230.282,243.885,154.084
1,6,0,320.953,139.786,254.303
4,5,8,185.175,237.348,63.896
2,0,1,54.304,327.101,335.818
0,8,0,161.177,31.662,67.139
7,2,4,341.165,183.496,284.256
1,1,7,335.093,100.291,52.0
0,0,1,268.459,335.496,248.293
8,7,8,87.649,188.027,169.229
1,2,4,329.948,232.759,19.175
8,4,1,37.14,92.604,312.812
1,7,3,56.404,15.261,245.262
0,4,8,215.021,106.604,21.951
2,8,4,241.165,38.046,82.278
0,6,6,106.22,116.244,118.537
7,1,3,342.422,268.0,223.908
6,7,0,157.91,248.542,229.646
0,2,4,157.455,195.756,49.714
2,8,7,145.583,30.034,323.813
5,0,3,148.33,105.196,101.446
6,0,2,303.101,317.573,279.404
3,7,0,38.524,120.143,200.878
5,0,7,343.251,199.775,47.654
1,8,2,320.472,332.903,225.547
8,1,3,145.533,321.388,208.794
8,5,7,81.551,242.562,345.321
8,4,0,314.331,3.414,304.694
5,5,8,358.382,129.111,86.339
1,5,5,227.28,324.323,191.461
6,1,4,80.357,183.689,322.899
5,0,4,151.149,359.361,351.464
7,0,2,272.056,33.379,120.735
6,2,2,177.284,311.07,276.829
6,8,2,154.223,232.112,13.908
6,5,0,345.913,300.357,88.868
6,2,4,140.247,38.575,140.5
1,1,2,227.881,202.569,37.996
5,5,6,90.234,203.186,134.373
2,8,5,45.638,131.955,206.468
2,0,8,127.651,88.176,40.033
7,3,8,109.117,147.491,52.103
7,8,2,98.382,88.307,337.462
5,4,3,130.784,46.023,270.665
3,4,8,309.73,32.754,82.514
1,1,2,56.986,293.63,73.347
7,6,6,229.634,89.026,124.971
3,2,6,215.186,133.537,196.855
8,1,8,256.773,243.418,23.015
0,4,4,154.308,256.578,131.988
2,3,3,129.562,105.902,49.391
6,7,8,6.112,285.581,138.992
2,0,2,246.185,59.077,286.163
3,0,8,34.839,84.792,244.877
4,3,0,162.408,281.777,20.95
1,5,6,62.833,137.642,259.968
4,8,4,350.261,28.537,126.217
4,5,6,147.302,279.212,115.869
2,7,4,24.604,351.402,172.405
4,8,6,103.822,233.031,255.171
2,5,4,118.393,23.913,229.178
1,7,8,119.513,93.864,95.828
6,7,3,68.241,155.705,159.911
1,7,0,108.322,32.018,69.719
1,3,7,195.999,301.602,226.978
1,2,3,175.259,112.131,341.975
3,5,3,232.583,2.406,16.973
8,2,1,32.806,191.323,247.645
6,3,5,295.12,244.61,76.149
1,0,2,341.367,284.146,94.624
0,4,4,56.819,272.705,258.983
0,6,0,215.741,279.956,147.995
4,8,7,80.777,75.761,44.016
0,3,8,150.639,67.476,273.133
1,8,4,235.759,336.629,266.64
0,1,4,272.512,236.048,206.202
2,8,5,73.979,69.445,310.84
7,6,5,282.884,329.425,256.341
6,2,8,84.018,160.196,237.709
4,0,8,34.521,296.899,93.194
1,1,1,310.684,350.817,279.531
3,7,5,12.176,277.645,106.598
6,6,6,163.514,336.707,301.687
0,8,0,157.204,202.566,80.621
2,4,6,113.407,181.521,56.379
0,6,0,325.752,133.427,250.841
0,3,6,15.918,76.096,106.224
0,4,5,280.87,204.605,311.748
4,2,7,138.554,234.395,67.559
3,5,5,38.85,57.59,220.104
0,7,4,182.261,321.034,202.831
4,5,3,132.12,276.923,319.253
0,4,7,45.0,320.593,179.139
3,1,6,205.205,33.175,145.889
2,1,2,207.49,134.396,235.748
6,7,7,240.892,240.942,223.758
5,1,4,123.624,39.957,25.655
0,0,5,65.171,208.887,230.677
0,5,8,50.045,326.775,223.574
0,3,5,187.623,296.605,234.382
7,6,3,130.945,142.442,336.573
2,8,6,335.398,358.154,31.52
8,4,7,200.186,41.099,6.424
4,5,8,40.358,282.265,193.601
2,4,4,208.924,335.449,160.117
0,5,5,40.204,82.698,208.45
7,4,1,14.575,199.275,142.031
5,2,4,169.445,122.498,23.263
2,5,6,160.853,271.142,260.886
2,1,0,136.959,238.425,46.067
0,7,5,280.845,186.462,282.834
6,3,2,50.921,259.564,48.348
3,2,0,186.661,335.18,291.887
3,4,5,229.213,55.11,231.578
8,8,5,244.417,141.689,3.488
4,4,4,282.14,145.573,226.345
0,6,1,220.952,309.462,197.685
8,4,7,60.317,131.918,259.282
0,5,4,28.938,320.295,67.782
3,4,1,148.081,259.674,57.475
4,8,4,227.162,268.361,159.679
3,0,0,112.634,88.969,264.937
2,4,7,276.15,181.158,138.387
